"symptom","rti","year","model","est","lwr","upr","region"
"Genital ulcer","HSV-2",2011,"Lower, moderate, and higher",0.540054568409232,0.384133442747208,0.68851050798604,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2011,"Lower and moderate",0.50756652855417,0.442877778270627,0.572002904032996,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2011,"Lower only",0.502991690055205,0.436129150395706,0.569747399667945,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2012,"Lower, moderate, and higher",0.545202363369684,0.386672324091496,0.695070070372456,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2012,"Lower and moderate",0.512270672471108,0.444898914124111,0.579199525129811,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2012,"Lower only",0.507835739956224,0.438952193884875,0.576423051313059,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2013,"Lower, moderate, and higher",0.550340514638054,0.388834224852045,0.701888788067293,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2013,"Lower and moderate",0.516972643784066,0.44629304556791,0.586979613057549,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2013,"Lower only",0.512678319028851,0.440929853034086,0.583908098213347,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2014,"Lower, moderate, and higher",0.555467947277119,0.390639664373436,0.708931795812974,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2014,"Lower and moderate",0.521671611631504,0.447142129131454,0.595248587769009,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2014,"Lower only",0.517518519229708,0.44215298719208,0.592095376954728,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2015,"Lower, moderate, and higher",0.560583595430434,0.392112413322183,0.716162086739248,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2015,"Lower and moderate",0.52636674727634,0.447525211756165,0.603915030720406,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2015,"Lower only",0.522355434300014,0.442721428813709,0.600869007913694,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2016,"Lower, moderate, and higher",0.565686403192334,0.39327796784573,0.723542089111005,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2016,"Lower and moderate",0.531057224689181,0.447514137490687,0.612895030832538,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2016,"Lower only",0.527188160443279,0.442733294045363,0.610115191247788,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2017,"Lower, moderate, and higher",0.570775325460204,0.3941622375252,0.731034975213493,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2017,"Lower and moderate",0.535742221127505,0.447171678430832,0.622114103397535,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2017,"Lower only",0.53201579699909,0.442278284066074,0.619728997334018,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2018,"Lower, moderate, and higher",0.575849328767591,0.394790535548349,0.738605632971538,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2018,"Lower and moderate",0.540420917709917,0.44655128799716,0.631507483422907,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2018,"Lower only",0.536837447111907,0.441434604426304,0.62961752510728,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2019,"Lower, moderate, and higher",0.5809073920968,0.395186883868431,0.746221304518662,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2019,"Lower and moderate",0.545092499984633,0.445697759074364,0.641019510522959,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2019,"Lower only",0.541652218393828,0.440268392442033,0.639700541471348,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2020,"Lower, moderate, and higher",0.585948507669666,0.395373596679136,0.753851940788837,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2020,"Lower and moderate",0.549756158491377,0.444648281501062,0.650602610557272,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2020,"Lower only",0.546459223580285,0.438834549448361,0.649909707647416,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2021,"Lower, moderate, and higher",0.59097168171526,0.395371082936999,0.761470338919068,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2021,"Lower and moderate",0.554411089315855,0.443433594934935,0.660216177736901,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2021,"Lower only",0.551257581177656,0.437178182016657,0.660187189715109,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2022,"Lower, moderate, and higher",0.595975935213367,0.395197805690889,0.769052128272515,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2022,"Lower and moderate",0.559056494636014,0.442079078795886,0.66982551530052,"Sub-Saharan Africa"
"Genital ulcer","HSV-2",2022,"Lower only",0.556046416101804,0.435336179129931,0.67048412673292,"Sub-Saharan Africa"
"Genital ulcer","LGV",1970,"Lower, moderate, and higher",0.393266012935742,0.107460230766348,0.777255171767284,"Sub-Saharan Africa"
"Genital ulcer","LGV",1970,"Lower and moderate",0.440399123684411,0.159036672351866,0.766083766828502,"Sub-Saharan Africa"
"Genital ulcer","LGV",1970,"Lower only",0.706590464595754,0.26440500446332,0.9416383014658,"Sub-Saharan Africa"
"Genital ulcer","LGV",1971,"Lower, moderate, and higher",0.372663907847495,0.102042165322187,0.756415341829169,"Sub-Saharan Africa"
"Genital ulcer","LGV",1971,"Lower and moderate",0.419614159315621,0.152620949251088,0.743735570431018,"Sub-Saharan Africa"
"Genital ulcer","LGV",1971,"Lower only",0.683413745957773,0.252366903139539,0.932455689678844,"Sub-Saharan Africa"
"Genital ulcer","LGV",1972,"Lower, moderate, and higher",0.352514021039568,0.0968425253989539,0.734348270430715,"Sub-Saharan Africa"
"Genital ulcer","LGV",1972,"Lower and moderate",0.39911052922661,0.146411469874171,0.720044648223088,"Sub-Saharan Africa"
"Genital ulcer","LGV",1972,"Lower only",0.659289045540738,0.24068883027822,0.921951477318105,"Sub-Saharan Africa"
"Genital ulcer","LGV",1973,"Lower, moderate, and higher",0.332875527202854,0.0918556898629004,0.711107405610787,"Sub-Saharan Africa"
"Genital ulcer","LGV",1973,"Lower and moderate",0.378954612494432,0.140404916401365,0.695075334542305,"Sub-Saharan Africa"
"Genital ulcer","LGV",1973,"Lower only",0.634309677353058,0.229376254482981,0.909975629725553,"Sub-Saharan Africa"
"Genital ulcer","LGV",1974,"Lower, moderate, and higher",0.313800861091067,0.0870759236706292,0.686768281234065,"Sub-Saharan Africa"
"Genital ulcer","LGV",1974,"Lower and moderate",0.359208107692031,0.134597712848002,0.668918658197883,"Sub-Saharan Africa"
"Genital ulcer","LGV",1974,"Lower only",0.608586205347675,0.218432918954507,0.896373915812607,"Sub-Saharan Africa"
"Genital ulcer","LGV",1975,"Lower, moderate, and higher",0.295335341599663,0.0824974071108535,0.661428682802682,"Sub-Saharan Africa"
"Genital ulcer","LGV",1975,"Lower and moderate",0.33992735907435,0.128986050954891,0.641692539700097,"Sub-Saharan Africa"
"Genital ulcer","LGV",1975,"Lower only",0.582244984548474,0.20786092336227,0.880992228074813,"Sub-Saharan Africa"
"Genital ulcer","LGV",1976,"Lower, moderate, and higher",0.27751697135315,0.0781142628582477,0.635207945766193,"Sub-Saharan Africa"
"Genital ulcer","LGV",1976,"Lower and moderate",0.321162825804213,0.123565914850963,0.613540843458288,"Sub-Saharan Africa"
"Genital ulcer","LGV",1976,"Lower only",0.555426025732583,0.197660815276685,0.863682308725612,"Sub-Saharan Africa"
"Genital ulcer","LGV",1977,"Lower, moderate, and higher",0.260376403159192,0.0739205808442339,0.608245325065071,"Sub-Saharan Africa"
"Genital ulcer","LGV",1977,"Lower and moderate",0.302958700738069,0.118333104347099,0.584631198813379,"Sub-Saharan Africa"
"Genital ulcer","LGV",1977,"Lower only",0.52828024000975,0.187831688996729,0.844308957963679,"Sub-Saharan Africa"
"Genital ulcer","LGV",1978,"Lower, moderate, and higher",0.243937059162998,0.0699104409692449,0.580697437321909,"Sub-Saharan Africa"
"Genital ulcer","LGV",1978,"Lower and moderate",0.285352679190883,0.113283256731838,0.555151593996169,"Sub-Saharan Africa"
"Genital ulcer","LGV",1978,"Lower only",0.500966166132522,0.178371289684752,0.822758668658281,"Sub-Saharan Africa"
"Genital ulcer","LGV",1979,"Lower, moderate, and higher",0.228215384324726,0.0660779336982858,0.552734847529469,"Sub-Saharan Africa"
"Genital ulcer","LGV",1979,"Lower and moderate",0.268375872510799,0.108411866948449,0.525305849247846,"Sub-Saharan Africa"
"Genital ulcer","LGV",1979,"Lower only",0.473646324483406,0.169276120831908,0.798949443665165,"Sub-Saharan Africa"
"Genital ulcer","LGV",1980,"Lower, moderate, and higher",0.21322121302277,0.0624171785967648,0.524537942670009,"Sub-Saharan Africa"
"Genital ulcer","LGV",1980,"Lower and moderate",0.252052856493002,0.103714306038428,0.49530817743267,"Sub-Saharan Africa"
"Genital ulcer","LGV",1980,"Lower only",0.446483372559109,0.160541553215788,0.772841313081478,"Sub-Saharan Africa"
"Genital ulcer","LGV",1981,"Lower, moderate, and higher",0.198958226123767,0.0589223408769419,0.496292296865666,"Sub-Saharan Africa"
"Genital ulcer","LGV",1981,"Lower and moderate",0.236401840835932,0.0991858377384145,0.465377128942581,"Sub-Saharan Africa"
"Genital ulcer","LGV",1981,"Lower only",0.419636253575197,0.152161933668146,0.744446800078114,"Sub-Saharan Africa"
"Genital ulcer","LGV",1982,"Lower, moderate, and higher",0.185424475633741,0.0555876460373481,0.468183778277221,"Sub-Saharan Africa"
"Genital ulcer","LGV",1982,"Lower and moderate",0.221434943087587,0.0948216331156432,0.43572927979344,"Sub-Saharan Africa"
"Genital ulcer","LGV",1982,"Lower only",0.393256530401508,0.144130692137081,0.713840325746829,"Sub-Saharan Africa"
"Genital ulcer","LGV",1983,"Lower, moderate, and higher",0.172612954869012,0.0524073926886509,0.440393670822251,"Sub-Saharan Africa"
"Genital ulcer","LGV",1983,"Lower and moderate",0.207158548855178,0.0906167831210628,0.406573048148308,"Sub-Saharan Africa"
"Genital ulcer","LGV",1983,"Lower only",0.367485081333882,0.136440445697346,0.681165354204356,"Sub-Saharan Africa"
"Genital ulcer","LGV",1984,"Lower, moderate, and higher",0.160512193738205,0.0493759636702251,0.413094080753629,"Sub-Saharan Africa"
"Genital ulcer","LGV",1984,"Lower and moderate",0.193573739394297,0.0865663089293926,0.378103011007875,"Sub-Saharan Africa"
"Genital ulcer","LGV",1984,"Lower only",0.342449304218787,0.129083098327884,0.64663802768845,"Sub-Saharan Africa"
"Genital ulcer","LGV",1985,"Lower, moderate, and higher",0.149106860974284,0.0464878355727855,0.386443869803407,"Sub-Saharan Africa"
"Genital ulcer","LGV",1985,"Lower and moderate",0.180676767934693,0.0826651699219601,0.350495041620123,"Sub-Saharan Africa"
"Genital ulcer","LGV",1985,"Lower only",0.318260934906709,0.122049935431357,0.610546189742038,"Sub-Saharan Africa"
"Genital ulcer","LGV",1986,"Lower, moderate, and higher",0.138378357772007,0.0437375867945967,0.360585307094285,"Sub-Saharan Africa"
"Genital ulcer","LGV",1986,"Lower and moderate",0.168459567082271,0.0789082691524931,0.323902507153859,"Sub-Saharan Africa"
"Genital ulcer","LGV",1986,"Lower only",0.295014539728755,0.115331712211226,0.573243075668483,"Sub-Saharan Africa"
"Genital ulcer","LGV",1987,"Lower, moderate, and higher",0.128305390069125,0.0411199042728645,0.335641568216885,"Sub-Saharan Africa"
"Genital ulcer","LGV",1987,"Lower and moderate",0.156910271186375,0.0752904561205546,0.29845366727951,"Sub-Saharan Africa"
"Genital ulcer","LGV",1987,"Lower only",0.272786694772171,0.108918735143676,0.535135544658872,"Sub-Saharan Africa"
"Genital ulcer","LGV",1988,"Lower, moderate, and higher",0.118864509488978,0.0386295890489522,0.311715140046544,"Sub-Saharan Africa"
"Genital ulcer","LGV",1988,"Lower and moderate",0.146013739501122,0.0718065266667096,0.274250311061473,"Sub-Saharan Africa"
"Genital ulcer","LGV",1988,"Lower only",0.251635821811502,0.102800935880943,0.49666745601367,"Sub-Saharan Africa"
"Genital ulcer","LGV",1989,"Lower, moderate, and higher",0.110030615605023,0.0362615608471754,0.288887122261667,"Sub-Saharan Africa"
"Genital ulcer","LGV",1989,"Lower and moderate",0.135752068134098,0.068451219806189,0.251367574655503,"Sub-Saharan Africa"
"Genital ulcer","LGV",1989,"Lower only",0.231602615414377,0.0969679369975294,0.458299517437894,"Sub-Saharan Africa"
"Genital ulcer","LGV",1990,"Lower, moderate, and higher",0.10177741459885,0.0340108618733319,0.267217358031715,"Sub-Saharan Africa"
"Genital ulcer","LGV",1990,"Lower and moderate",0.126105081019725,0.0652192113482921,0.229854805477123,"Sub-Saharan Africa"
"Genital ulcer","LGV",1990,"Lower only",0.212710970178694,0.0914091090410935,0.420487498689839,"Sub-Saharan Africa"
"Genital ulcer","LGV",1991,"Lower, moderate, and higher",0.0940778315016579,0.0318726600719709,0.246745281686987,"Sub-Saharan Africa"
"Genital ulcer","LGV",1991,"Lower and moderate",0.117050792358629,0.0621051042316263,0.209737285464525,"Sub-Saharan Africa"
"Genital ulcer","LGV",1991,"Lower only",0.194969302019603,0.0861136183783354,0.383660974649688,"Sub-Saharan Africa"
"Genital ulcer","LGV",1992,"Lower, moderate, and higher",0.0869043750043267,0.0298422521215022,0.227491342573315,"Sub-Saharan Africa"
"Genital ulcer","LGV",1992,"Lower and moderate",0.108565835036433,0.0591034156812048,0.191018598277509,"Sub-Saharan Africa"
"Genital ulcer","LGV",1992,"Lower only",0.178372152387046,0.0810704653414635,0.348204671133477,"Sub-Saharan Africa"
"Genital ulcer","LGV",1993,"Lower, moderate, and higher",0.080229455286862,0.0279150664935175,0.209458851595239,"Sub-Saharan Africa"
"Genital ulcer","LGV",1993,"Lower and moderate",0.100625851411208,0.0562085616283983,0.173683420629371,"Sub-Saharan Africa"
"Genital ulcer","LGV",1993,"Lower only",0.162901967789701,0.0762685122008692,0.314444057657164,"Sub-Saharan Africa"
"Genital ulcer","LGV",1994,"Lower, moderate, and higher",0.0740256564662718,0.0260866669551806,0.192636098197351,"Sub-Saharan Africa"
"Genital ulcer","LGV",1994,"Lower and moderate",0.0932058444983589,0.05341483943309,0.157700531828172,"Sub-Saharan Africa"
"Genital ulcer","LGV",1994,"Lower only",0.14853095700462,0.0716965005506683,0.28263616903657,"Sub-Saharan Africa"
"Genital ulcer","LGV",1995,"Lower, moderate, and higher",0.0682659661180082,0.0243527569458524,0.176998597629434,"Sub-Saharan Africa"
"Genital ulcer","LGV",1995,"Lower and moderate",0.0862804889667568,0.0507164109687416,0.143025862144876,"Sub-Saharan Africa"
"Genital ulcer","LGV",1995,"Lower only",0.135222942654929,0.0673430578638013,0.252965893942389,"Sub-Saharan Africa"
"Genital ulcer","LGV",1996,"Lower, moderate, and higher",0.0629239649230305,0.0227091852999937,0.162511347758807,"Sub-Saharan Africa"
"Genital ulcer","LGV",1996,"Lower and moderate",0.0798244024886313,0.0481072898078277,0.129605433812075,"Sub-Saharan Africa"
"Genital ulcer","LGV",1996,"Lower only",0.122935140347473,0.0631966933770363,0.225547294363533,"Sub-Saharan Africa"
"Genital ulcer","LGV",1997,"Lower, moderate, and higher",0.057973979867452,0.0211519537975219,0.149130998059001,"Sub-Saharan Africa"
"Genital ulcer","LGV",1997,"Lower and moderate",0.0738123788696917,0.0455813388890639,0.117378082915854,"Sub-Saharan Africa"
"Genital ulcer","LGV",1997,"Lower only",0.111619815503644,0.0592457843255627,0.200429025497153,"Sub-Saharan Africa"
"Genital ulcer","LGV",1998,"Lower, moderate, and higher",0.0533912046125223,0.0196772269671088,0.136807857905183,"Sub-Saharan Africa"
"Genital ulcer","LGV",1998,"Lower and moderate",0.0682195850451703,0.0431322890160944,0.106277881928222,"Sub-Saharan Africa"
"Genital ulcer","LGV",1998,"Lower only",0.101225784037915,0.055478555246671,0.177602659867684,"Sub-Saharan Africa"
"Genital ulcer","LGV",1999,"Lower, moderate, and higher",0.0491517906958802,0.0182813443991006,0.125487694912224,"Sub-Saharan Africa"
"Genital ulcer","LGV",1999,"Lower and moderate",0.0630217244877229,0.0407537940911517,0.0962362082896067,"Sub-Saharan Africa"
"Genital ulcer","LGV",1999,"Lower only",0.0916997372317103,0.0518830562542989,0.157012672464039,"Sub-Saharan Africa"
"Genital ulcer","LGV",2000,"Lower, moderate, and higher",0.0452329131541521,0.0169608354811905,0.115113295555429,"Sub-Saharan Africa"
"Genital ulcer","LGV",2000,"Lower and moderate",0.0581951698626481,0.0384395459233488,0.0871834231101887,"Sub-Saharan Africa"
"Genital ulcer","LGV",2000,"Lower only",0.082987383012454,0.0484471518616269,0.138566964244497,"Sub-Saharan Africa"
"Genital ulcer","LGV",2001,"Lower, moderate, and higher",0.0416128140017663,0.0157124358891945,0.105625779232932,"Sub-Saharan Africa"
"Genital ulcer","LGV",2001,"Lower and moderate",0.053717067913457,0.0361834783356988,0.0790501367385952,"Sub-Saharan Africa"
"Genital ulcer","LGV",2001,"Lower only",0.0750344052087139,0.0451585415337819,0.122147020645323,"Sub-Saharan Africa"
"Genital ulcer","LGV",2002,"Lower, moderate, and higher",0.038270826786798,0.0145331043143437,0.0969656732602864,"Sub-Saharan Africa"
"Genital ulcer","LGV",2002,"Lower and moderate",0.0495654195940573,0.0339800932096717,0.0717680488482986,"Sub-Saharan Africa"
"Genital ulcer","LGV",2002,"Lower only",0.0677872492880682,0.0420048483235263,0.107617053535469,"Sub-Saharan Africa"
"Genital ulcer","LGV",2003,"Lower, moderate, and higher",0.035187385192945,0.0134200368373091,0.0890737701473375,"Sub-Saharan Africa"
"Genital ulcer","LGV",2003,"Lower and moderate",0.0457191384081312,0.0318249323190964,0.0652703682578884,"Sub-Saharan Africa"
"Genital ulcer","LGV",2003,"Lower only",0.0611937478322662,0.0389738334422186,0.0948317092019609,"Sub-Saharan Africa"
"Genital ulcer","LGV",2004,"Lower, moderate, and higher",0.0323440183844874,0.0123706752672504,0.0818917996871033,"Sub-Saharan Africa"
"Genital ulcer","LGV",2004,"Lower and moderate",0.0421580897942628,0.029715187102859,0.0594918540594417,"Sub-Saharan Africa"
"Genital ulcer","LGV",2004,"Lower only",0.0552036018912626,0.0360538193257053,0.0836421144161453,"Sub-Saharan Africa"
"Genital ulcer","LGV",2005,"Lower, moderate, and higher",0.0297233355117316,0.0113827050442476,0.0753629559847883,"Sub-Saharan Africa"
"Genital ulcer","LGV",2005,"Lower and moderate",0.0388631142264663,0.0276503748356981,0.0543685848073918,"Sub-Saharan Africa"
"Genital ulcer","LGV",2005,"Lower only",0.0497687357430052,0.0332344184613914,0.0739001779081553,"Sub-Saharan Africa"
"Genital ulcer","LGV",2006,"Lower, moderate, and higher",0.027309001518143,0.0104540384932317,0.0694323219597981,"Sub-Saharan Africa"
"Genital ulcer","LGV",2006,"Lower and moderate",0.0358160365002801,0.0256329211544274,0.0498376502323537,"Sub-Saharan Africa"
"Genital ulcer","LGV",2006,"Lower only",0.0448435428210589,0.0305076383022305,0.0654611969472322,"Sub-Saharan Africa"
"Genital ulcer","LGV",2007,"Lower, moderate, and higher",0.0250857061245261,0.00958278079531846,0.0640472293867692,"Sub-Saharan Africa"
"Genital ulcer","LGV",2007,"Lower and moderate",0.0329996634577859,0.0236684158804114,0.0458370306582611,"Sub-Saharan Africa"
"Genital ulcer","LGV",2007,"Lower only",0.0403850399757831,0.0278693135049207,0.0581849949912889,"Sub-Saharan Africa"
"Genital ulcer","LGV",2008,"Lower, moderate, and higher",0.0230391276153056,0.00876717908875366,0.0591575807719697,"Sub-Saharan Africa"
"Genital ulcer","LGV",2008,"Lower and moderate",0.0303977721813067,0.0217653211836696,0.0423059139988906,"Sub-Saharan Africa"
"Genital ulcer","LGV",2008,"Lower only",0.0363529460789993,0.0253205692809669,0.0519360818004936,"Sub-Saharan Africa"
"Genital ulcer","LGV",2009,"Lower, moderate, and higher",0.0211558928204156,0.00800555902000264,0.0547161424288362,"Sub-Saharan Africa"
"Genital ulcer","LGV",2009,"Lower and moderate",0.0279950904631703,0.0199340575855353,0.0391855501362521,"Sub-Saharan Africa"
"Genital ulcer","LGV",2009,"Lower only",0.0327096994880534,0.0228687095509165,0.0465836281024896,"Sub-Saharan Africa"
"Genital ulcer","LGV",2010,"Lower, moderate, and higher",0.0194235344752929,0.00729625658650413,0.0506788008898367,"Sub-Saharan Africa"
"Genital ulcer","LGV",2010,"Lower and moderate",0.0257772711437662,0.018185631706415,0.0364205003661527,"Sub-Saharan Africa"
"Genital ulcer","LGV",2010,"Lower only",0.0294204272245005,0.0205267974029933,0.0420021529712289,"Sub-Saharan Africa"
"Genital ulcer","LGV",2011,"Lower, moderate, and higher",0.017830446951617,0.00663755486794888,0.0470047631140476,"Sub-Saharan Africa"
"Genital ulcer","LGV",2011,"Lower and moderate",0.0237308617063383,0.0165301622889742,0.0339599434077015,"Sub-Saharan Africa"
"Genital ulcer","LGV",2011,"Lower only",0.0264528770222806,0.0183115571464188,0.0380734459459795,"Sub-Saharan Africa"
"Genital ulcer","LGV",2012,"Lower, moderate, and higher",0.0163658411825682,0.00602763446487584,0.0436566787115809,"Sub-Saharan Africa"
"Genital ulcer","LGV",2012,"Lower and moderate",0.0218432703273108,0.0149756823950226,0.0317586748244964,"Sub-Saharan Africa"
"Genital ulcer","LGV",2012,"Lower only",0.0237773217491915,0.016240046260198,0.0346894192015568,"Sub-Saharan Africa"
"Genital ulcer","LGV",2013,"Lower, moderate, and higher",0.0150196994576955,0.00546454344297622,0.0406006694633492,"Sub-Saharan Africa"
"Genital ulcer","LGV",2013,"Lower and moderate",0.0201027294070166,0.0135274465447543,0.0297775829126178,"Sub-Saharan Africa"
"Genital ulcer","LGV",2013,"Lower only",0.02136644416188,0.0143262529203784,0.0317548598064089,"Sub-Saharan Africa"
"Genital ulcer","LGV",2014,"Lower, moderate, and higher",0.0137827306328181,0.00494618848511385,0.0378062639087366,"Sub-Saharan Africa"
"Genital ulcer","LGV",2014,"Lower and moderate",0.018498257448203,0.0121877657764199,0.0279835873659353,"Sub-Saharan Africa"
"Genital ulcer","LGV",2014,"Lower only",0.0191952085526546,0.0125787674703644,0.0291890233058961,"Sub-Saharan Africa"
"Genital ulcer","LGV",2015,"Lower, moderate, and higher",0.0126463261883049,0.00447034516583589,0.035246247491818,"Sub-Saharan Africa"
"Genital ulcer","LGV",2015,"Lower and moderate",0.0170196200086547,0.0109562462872468,0.0263491721948264,"Sub-Saharan Africa"
"Genital ulcer","LGV",2015,"Lower only",0.0172407246024507,0.0110000084824494,0.0269256393111744,"Sub-Saharan Africa"
"Genital ulcer","LGV",2016,"Lower, moderate, and higher",0.0116025174730222,0.00403468274638961,0.0328964477104276,"Sub-Saharan Africa"
"Genital ulcer","LGV",2016,"Lower and moderate",0.0156572903292408,0.00983025786823457,0.024851692031013,"Sub-Saharan Africa"
"Genital ulcer","LGV",2016,"Lower only",0.0154821076717436,0.00958675547220685,0.0249116054701607,"Sub-Saharan Africa"
"Genital ulcer","LGV",2017,"Lower, moderate, and higher",0.0106439343896153,0.00363679791872742,0.0307354773809182,"Sub-Saharan Africa"
"Genital ulcer","LGV",2017,"Lower and moderate",0.014402410128862,0.00880548086485838,0.0234726069657005,"Sub-Saharan Africa"
"Genital ulcer","LGV",2017,"Lower only",0.0139003388349202,0.00833140181601038,0.0231049765563822,"Sub-Saharan Africa"
"Genital ulcer","LGV",2018,"Lower, moderate, and higher",0.00976376570801409,0.00327425223079467,0.028744458155418,"Sub-Saharan Africa"
"Genital ulcer","LGV",2018,"Lower and moderate",0.0132467509621237,0.00787643121049612,0.0221967490731472,"Sub-Saharan Africa"
"Genital ulcer","LGV",2018,"Lower only",0.0124781271829282,0.00722338974897361,0.0214728038526083,"Sub-Saharan Africa"
"Genital ulcer","LGV",2019,"Lower, moderate, and higher",0.00895572113660778,0.00294460898558865,0.0269067425270678,"Sub-Saharan Africa"
"Genital ulcer","LGV",2019,"Lower and moderate",0.0121826764529467,0.00703691174893947,0.0210116741673031,"Sub-Saharan Africa"
"Genital ulcer","LGV",2019,"Lower only",0.0111997762701867,0.00625049921330732,0.0199891661443291,"Sub-Saharan Africa"
"Genital ulcer","LGV",2020,"Lower, moderate, and higher",0.00821399523300125,0.00264546672763385,0.0252076475164571,"Sub-Saharan Africa"
"Genital ulcer","LGV",2020,"Lower and moderate",0.0112031056465343,0.0062803725603056,0.0199071171128711,"Sub-Saharan Africa"
"Genital ulcer","LGV",2020,"Lower only",0.010051056049689,0.00539985765306033,0.0186335333896594,"Sub-Saharan Africa"
"Genital ulcer","LGV",2021,"Lower, moderate, and higher",0.007533233197332,0.00237448767076577,0.0236342083472591,"Sub-Saharan Africa"
"Genital ulcer","LGV",2021,"Lower and moderate",0.010301477661946,0.00560018290204072,0.0188745485576024,"Sub-Saharan Africa"
"Genital ulcer","LGV",2021,"Lower only",0.0090190812097088,0.00465865876914245,0.0173894786635067,"Sub-Saharan Africa"
"Genital ulcer","LGV",2022,"Lower, moderate, and higher",0.00690849855959611,0.00212942040897781,0.0221749563869173,"Sub-Saharan Africa"
"Genital ulcer","LGV",2022,"Lower and moderate",0.00947171777679346,0.0049898265948763,0.0179068213170297,"Sub-Saharan Africa"
"Genital ulcer","LGV",2022,"Lower only",0.00809219648193168,0.00401463315893015,0.0162436956304611,"Sub-Saharan Africa"
"Genital ulcer","TP",1970,"Lower, moderate, and higher",0.231775033778733,0.152746075033929,0.335501264264248,"Sub-Saharan Africa"
"Genital ulcer","TP",1970,"Lower and moderate",0.240225225746332,0.16514571586079,0.335712200314501,"Sub-Saharan Africa"
"Genital ulcer","TP",1970,"Lower only",0.195214677740725,0.0881806380432636,0.378270183796238,"Sub-Saharan Africa"
"Genital ulcer","TP",1971,"Lower, moderate, and higher",0.226803088408888,0.150511521859978,0.326884862752274,"Sub-Saharan Africa"
"Genital ulcer","TP",1971,"Lower and moderate",0.235504805651133,0.16340247516918,0.326987475674299,"Sub-Saharan Africa"
"Genital ulcer","TP",1971,"Lower only",0.1922349536796,0.0884895351094164,0.368446531308176,"Sub-Saharan Africa"
"Genital ulcer","TP",1972,"Lower, moderate, and higher",0.221906990861396,0.148280615593087,0.318423794521588,"Sub-Saharan Africa"
"Genital ulcer","TP",1972,"Lower and moderate",0.230848958796981,0.161665445390776,0.318394634410411,"Sub-Saharan Africa"
"Genital ulcer","TP",1972,"Lower only",0.189290014003316,0.0887959073194102,0.358740752734863,"Sub-Saharan Africa"
"Genital ulcer","TP",1973,"Lower, moderate, and higher",0.217086912244038,0.146052653288684,0.310122757984483,"Sub-Saharan Africa"
"Genital ulcer","TP",1973,"Lower and moderate",0.226257915167011,0.159934004756715,0.309938493926492,"Sub-Saharan Africa"
"Genital ulcer","TP",1973,"Lower only",0.186379779670296,0.0890994364673907,0.349159940643969,"Sub-Saharan Africa"
"Genital ulcer","TP",1974,"Lower, moderate, and higher",0.212342959159779,0.143826916939689,0.301986065164501,"Sub-Saharan Africa"
"Genital ulcer","TP",1974,"Lower and moderate",0.221731855067509,0.158207461763846,0.301623607738032,"Sub-Saharan Africa"
"Genital ulcer","TP",1974,"Lower only",0.183504161010074,0.0893997693355298,0.339710840648361,"Sub-Saharan Africa"
"Genital ulcer","TP",1975,"Lower, moderate, and higher",0.207675175570748,0.141602677030624,0.294017639775876,"Sub-Saharan Africa"
"Genital ulcer","TP",1975,"Lower and moderate",0.217270910306891,0.156485045549847,0.293454273683089,"Sub-Saharan Africa"
"Genital ulcer","TP",1975,"Lower only",0.180663058025371,0.0896965129346442,0.330399844165233,"Sub-Saharan Africa"
"Genital ulcer","TP",1976,"Lower, moderate, and higher",0.203083544719582,0.139379196803719,0.286221016631473,"Sub-Saharan Africa"
"Genital ulcer","TP",1976,"Lower and moderate",0.212875165420385,0.154765894753272,0.285434545206314,"Sub-Saharan Africa"
